memory_matrix_accuracy,memory_matrix_avg_time,pattern_sequence_accuracy,pattern_sequence_avg_time,multi_switch_accuracy,switch_cost_ms,dual_task_memory_accuracy,dual_task_math_accuracy,cpt_accuracy,cpt_false_positives,keep_track_accuracy,operation_span_processing_accuracy,operation_span_storage_accuracy,find_the_box_accuracy,color_number_accuracy,color_number_false_clicks,rule_discovery_accuracy,average_rule_guesses,average_discovery_time_ms,overall_score,behavior_profile
100.0,1435.44,100.0,1464.4,100.0,403.02,100.0,100.0,97.92,0,85.84,98.94,100.0,100.0,100.0,4,97.08,2.56,4438.11,96.52,Efficient
66.6,1580.17,58.75,1741.4,65.17,606.3,70.43,66.91,58.47,4,64.76,63.2,68.49,67.63,63.65,3,62.89,3.79,6816.23,68.16,Inconsistent
81.79,1855.58,85.85,1416.43,90.21,638.99,86.12,84.07,93.63,1,85.22,72.97,81.33,87.32,90.13,1,100.0,2.53,4509.32,88.55,Careful
42.67,1310.17,31.1,814.01,39.78,583.5,41.66,34.72,42.14,9,35.53,39.39,34.49,21.74,35.7,8,28.82,3.96,6843.9,34.36,Impulsive
54.64,1102.94,49.56,1196.9,55.63,332.94,39.74,60.48,49.08,10,49.39,47.09,46.38,56.58,53.07,4,56.89,4.54,7454.9,49.73,Impulsive
54.88,1905.95,53.37,1522.92,51.6,747.74,53.33,55.39,54.09,5,43.75,57.63,52.51,46.99,52.34,3,53.56,3.6,5980.63,48.08,Inconsistent
91.09,1690.6,82.32,2093.34,72.8,637.42,68.51,83.27,74.47,0,97.25,83.45,84.51,82.02,89.0,0,58.47,2.92,5916.27,81.07,Careful
66.14,1929.79,66.62,1851.26,63.57,503.85,76.97,65.28,56.28,1,77.71,56.39,69.96,71.01,65.27,7,74.36,3.61,6696.88,73.29,Inconsistent
79.69,902.29,91.98,1708.56,75.55,350.8,85.96,85.21,87.08,3,89.84,100.0,75.02,94.83,67.72,3,100.0,2.48,5024.2,83.64,Efficient
20.0,1934.81,45.76,1872.87,21.82,754.59,33.13,36.47,20.0,6,26.6,40.94,28.14,43.39,20.0,5,40.64,4.87,6549.5,28.33,Inconsistent
48.32,1500.27,31.61,1428.54,30.0,449.97,53.15,41.98,44.19,4,37.63,39.26,34.48,42.66,46.77,3,41.88,4.43,7347.59,41.23,Inconsistent
84.15,1610.34,88.29,1733.86,77.79,737.29,83.58,89.91,84.39,5,76.2,77.94,71.61,94.05,81.96,5,66.87,2.72,5653.35,84.99,Inconsistent
65.94,1424.54,70.51,1446.63,70.94,356.56,61.4,57.95,50.53,7,62.36,57.69,55.02,50.41,53.04,5,49.17,4.22,6559.39,60.82,Impulsive
84.53,2179.78,96.93,2006.84,89.29,461.33,88.39,93.6,92.63,3,97.58,83.68,95.0,81.19,89.04,0,89.46,2.41,4043.98,89.56,Careful
39.67,1428.41,33.23,1572.35,34.92,609.92,32.8,45.9,34.73,7,31.69,31.83,32.67,26.76,31.62,5,36.46,4.51,7038.14,34.25,Inconsistent
98.65,1297.17,91.71,1470.01,100.0,442.15,98.09,86.95,96.45,0,90.24,97.0,100.0,96.71,92.59,0,100.0,2.19,5136.44,100.0,Efficient
86.96,2220.22,94.88,2029.68,100.0,395.74,100.0,93.77,100.0,1,94.45,98.39,100.0,100.0,100.0,1,87.12,3.2,5226.05,94.03,Careful
88.78,1189.76,97.29,747.59,93.7,275.69,88.22,86.34,96.32,0,90.84,98.64,99.65,90.11,100.0,0,93.86,2.54,5127.46,94.38,Efficient
40.91,1458.33,47.62,1602.35,42.32,472.34,48.04,55.04,48.31,4,49.56,48.81,30.41,44.79,46.3,2,49.12,3.48,7862.0,43.03,Inconsistent
65.72,2355.27,65.82,1593.72,72.9,745.76,73.06,58.85,71.24,5,73.97,64.82,64.01,73.07,48.96,2,69.56,3.46,6360.34,64.25,Inconsistent
58.43,1108.83,52.5,1358.07,51.94,316.88,68.85,57.39,39.63,7,51.68,53.56,49.79,62.04,49.31,8,43.09,3.49,5864.5,48.24,Impulsive
26.15,1835.82,54.08,1677.16,32.55,632.71,30.92,41.62,35.23,2,28.64,29.33,31.46,29.89,41.92,1,36.21,4.02,8267.82,33.52,Inconsistent
42.76,1029.64,39.62,921.44,39.01,271.92,25.38,39.86,39.63,8,41.26,39.33,52.27,38.7,34.1,8,25.87,4.79,6228.26,38.45,Impulsive
66.97,1903.73,74.61,1771.48,68.26,513.36,44.23,53.05,62.6,6,52.35,52.74,47.38,55.45,51.77,4,36.83,4.05,6652.51,55.45,Inconsistent
59.78,1187.9,52.22,1249.81,41.26,549.85,37.57,53.1,48.37,10,53.07,50.51,51.58,61.75,60.57,5,55.46,4.62,5988.1,54.03,Impulsive
44.71,812.18,50.18,895.03,67.71,341.03,50.49,41.19,58.64,9,56.52,60.06,51.03,45.35,51.94,7,58.4,3.7,6463.62,52.37,Impulsive
100.0,1645.89,100.0,1590.7,100.0,405.23,100.0,100.0,100.0,3,100.0,94.36,100.0,100.0,100.0,2,90.89,2.57,4645.44,98.46,Careful
44.91,956.21,40.0,1215.31,44.14,534.92,58.65,50.05,38.58,8,55.08,39.18,52.26,50.74,51.25,6,63.0,4.11,6901.77,44.52,Impulsive
96.6,1495.37,86.07,1580.02,94.93,583.75,97.42,88.73,90.94,0,99.12,100.0,92.92,93.92,83.58,2,93.63,2.53,5031.01,90.8,Careful
43.91,1032.4,36.5,1192.71,53.8,548.75,57.6,53.2,54.95,6,55.12,39.07,53.16,61.45,52.29,8,39.12,3.76,6824.98,51.18,Impulsive
87.26,2094.65,98.63,2134.99,100.0,640.16,100.0,100.0,100.0,1,90.73,100.0,89.46,89.94,100.0,0,94.62,2.58,4340.34,98.01,Careful
58.98,891.42,38.51,1414.51,60.47,505.63,53.4,43.32,55.39,13,42.67,59.71,66.29,40.5,54.58,9,53.34,3.72,6547.09,55.48,Impulsive
87.71,2120.31,100.0,2418.53,79.0,589.17,90.06,89.42,90.3,1,82.67,92.59,81.8,93.05,92.04,1,88.59,2.56,5468.08,87.49,Careful
47.96,1111.89,37.11,1138.0,42.34,492.79,50.47,41.63,50.8,12,54.75,49.99,56.72,49.63,48.4,8,69.87,4.5,6000.03,52.08,Impulsive
96.17,2035.16,94.92,2152.1,88.74,566.77,100.0,93.5,100.0,1,96.51,100.0,100.0,89.81,99.34,0,100.0,2.56,5383.55,92.99,Careful
79.34,2191.61,100.0,2046.75,85.02,533.92,86.53,70.36,80.65,0,86.29,76.38,91.84,74.95,82.28,0,79.3,2.88,5572.63,82.81,Careful
97.17,1632.33,94.71,1385.85,94.57,306.94,75.33,92.47,91.89,0,100.0,99.62,87.86,76.75,79.18,0,100.0,3.14,5101.98,92.37,Careful
99.69,1029.5,100.0,1305.95,100.0,430.48,100.0,100.0,100.0,1,95.98,100.0,100.0,100.0,100.0,1,95.39,1.87,4816.39,99.42,Efficient
52.02,1403.73,63.65,1168.3,49.74,439.53,44.74,58.58,56.58,2,56.92,60.4,45.61,47.32,64.18,2,57.55,3.79,5731.93,53.69,Inconsistent
62.2,1038.06,67.86,737.61,62.94,517.9,69.3,56.23,65.19,12,76.72,62.51,79.05,65.61,63.85,8,65.35,3.9,5756.21,69.01,Impulsive
96.8,1302.4,85.74,1410.46,73.66,321.51,88.14,100.0,86.4,1,83.9,84.97,92.08,84.93,75.28,1,81.36,2.36,5238.96,87.04,Efficient
40.09,1640.36,47.26,1900.69,41.7,502.8,26.54,25.11,35.28,10,28.13,42.91,36.33,44.14,44.26,9,46.94,4.66,6802.96,40.29,Inconsistent
86.62,1134.24,85.14,1605.66,79.33,311.89,80.28,77.97,73.73,2,93.89,89.41,94.38,81.27,87.98,1,76.43,2.2,5396.65,84.32,Efficient
79.88,1008.38,77.03,1323.99,67.56,209.23,68.66,82.4,75.77,0,83.79,80.88,88.08,73.05,81.56,0,85.45,2.57,5539.38,80.32,Efficient
65.64,1058.92,71.67,718.19,52.04,368.61,76.97,71.52,64.99,7,70.38,59.1,60.59,61.52,50.4,6,72.98,3.37,5424.23,67.19,Impulsive
67.88,1057.28,58.7,1008.07,52.18,519.89,54.55,65.12,52.5,10,73.16,68.47,48.17,64.21,50.28,8,50.52,3.91,5789.63,57.46,Impulsive
45.6,1016.09,56.54,1044.43,49.66,564.2,46.15,46.91,56.27,10,44.22,44.93,60.22,51.72,60.69,8,49.81,3.73,5786.42,53.15,Impulsive
76.38,1737.81,86.31,1462.54,88.2,315.95,75.37,73.6,83.99,0,84.14,68.25,70.51,59.25,84.3,0,77.18,2.95,6076.55,84.02,Careful
51.43,1047.52,46.29,1090.7,43.77,655.81,36.75,31.64,42.12,7,44.61,59.18,46.08,52.9,41.04,8,34.37,3.87,7314.77,45.45,Impulsive
65.15,1394.11,49.63,1745.14,53.95,615.17,61.66,58.2,60.84,0,55.75,72.95,52.69,79.58,67.98,0,65.54,3.49,6448.4,60.42,Inconsistent
66.12,1095.63,53.95,1065.64,52.21,409.33,73.71,55.96,63.96,11,60.22,60.58,73.28,61.16,58.99,8,59.41,3.6,6586.4,57.25,Impulsive
47.42,1051.73,40.56,992.87,50.01,582.81,57.4,51.79,39.0,11,49.35,33.21,54.95,42.97,38.73,7,55.87,4.45,6379.6,49.39,Impulsive
82.92,1844.62,70.32,1816.73,79.88,319.86,81.64,73.87,78.66,0,67.65,72.65,80.64,89.73,86.88,0,83.61,3.21,6321.18,81.01,Careful
73.16,1299.37,68.5,1142.49,61.89,337.84,77.63,74.07,68.22,3,76.97,74.11,72.78,59.21,81.93,1,65.37,3.44,5986.37,71.59,Efficient
84.97,1896.96,86.68,1894.53,80.93,496.81,73.35,83.24,73.74,0,74.31,76.53,89.28,79.63,78.95,0,100.0,3.1,5755.49,81.33,Careful
98.67,1158.69,95.54,1097.21,91.28,316.09,100.0,100.0,97.67,0,100.0,82.22,97.53,97.66,92.16,0,100.0,2.78,4473.71,94.14,Efficient
20.0,2128.47,20.0,2117.42,20.0,707.21,20.0,20.0,20.0,4,39.92,20.0,33.86,20.0,20.52,3,22.92,4.51,8060.61,22.26,Inconsistent
72.92,1816.63,60.18,1856.94,61.06,803.28,56.17,57.49,62.32,6,45.43,63.01,60.82,71.2,68.26,5,58.51,3.06,4922.65,62.84,Inconsistent
58.04,1367.29,50.79,1247.72,60.88,509.06,67.05,55.7,61.44,10,60.22,70.42,57.09,57.38,55.21,9,51.74,3.04,6342.12,59.05,Impulsive
80.46,1215.04,77.12,1210.98,93.01,407.17,66.87,89.67,70.91,2,67.24,71.08,78.75,74.06,73.59,0,71.43,2.97,6013.89,75.77,Efficient
61.31,1408.88,62.01,1210.23,60.73,510.78,62.76,74.5,71.29,4,63.71,71.83,69.73,66.84,76.29,4,61.15,3.4,5556.38,65.68,Inconsistent
56.57,1297.47,59.06,1313.91,59.13,558.47,64.85,54.44,52.25,7,64.8,64.5,61.94,68.5,59.41,4,63.57,3.7,6651.93,54.25,Inconsistent
61.08,877.08,58.6,1043.29,67.91,368.1,47.81,52.74,57.56,9,59.81,57.84,43.9,46.94,57.22,7,40.59,3.62,5863.46,58.58,Impulsive
77.75,1339.26,61.84,1387.32,84.7,614.1,69.12,80.06,71.04,3,71.04,68.57,80.71,70.01,81.13,5,69.62,2.94,5775.99,73.72,Inconsistent
48.58,1168.86,46.74,1529.27,50.07,410.27,50.38,40.49,56.11,10,45.55,49.35,62.15,73.42,53.92,8,34.5,3.83,7692.83,52.05,Impulsive
84.8,1997.48,89.26,1735.42,87.25,372.32,90.94,91.33,98.59,0,76.37,87.27,88.17,82.84,80.34,0,89.89,2.89,4805.0,87.03,Careful
84.27,1756.8,83.55,1385.15,70.06,419.26,95.01,80.75,91.36,0,86.56,97.37,90.47,93.53,81.5,0,74.66,2.93,5652.02,84.75,Careful
71.01,2201.05,77.11,2328.04,82.76,564.57,60.05,90.49,82.63,1,82.8,85.93,59.98,74.56,86.38,2,76.25,2.35,6095.35,79.68,Careful
56.46,1332.37,66.46,961.14,56.51,417.85,60.71,58.6,72.07,8,66.17,73.05,86.12,63.33,74.97,7,56.66,3.15,5502.08,66.85,Impulsive
66.9,2541.39,74.79,2669.95,51.06,635.06,55.3,64.79,51.42,8,63.66,72.12,68.52,65.98,63.49,4,61.5,3.7,5914.97,59.91,Inconsistent
91.18,1078.53,87.29,1043.78,81.81,239.05,100.0,100.0,89.56,0,96.79,93.44,89.6,100.0,87.42,0,72.7,2.38,4593.55,92.54,Efficient
38.65,1300.63,55.19,1130.42,29.47,316.01,47.96,44.01,43.61,12,45.09,38.01,48.4,45.32,52.32,10,59.15,4.72,6800.21,47.23,Impulsive
52.92,1254.49,46.53,1265.55,49.94,431.56,56.23,56.09,48.37,10,42.47,33.46,46.55,53.65,47.73,8,20.0,3.98,7471.96,43.28,Impulsive
74.55,1682.79,76.75,1604.33,83.73,537.72,82.03,76.73,74.72,8,67.0,72.73,92.37,66.6,69.77,7,61.83,3.42,4751.18,70.4,Inconsistent
77.98,2188.99,86.21,1936.29,86.81,501.13,72.5,84.5,87.22,0,88.64,80.61,78.53,67.74,75.66,0,65.52,3.16,5996.33,82.23,Careful
88.02,1791.81,79.59,1739.19,78.16,470.5,86.26,100.0,99.08,6,83.15,90.81,93.13,86.28,100.0,4,98.94,2.73,4305.74,88.28,Inconsistent
76.14,997.0,63.08,1183.14,67.43,430.23,59.07,58.3,65.42,9,66.27,72.34,51.94,57.83,59.94,7,66.52,3.25,5927.89,67.36,Impulsive
45.89,1274.85,20.0,1487.26,30.07,517.54,27.24,34.56,33.26,5,31.31,41.4,24.37,24.85,24.99,6,29.94,4.44,7993.06,30.56,Inconsistent
45.47,1395.05,42.99,1424.21,37.68,467.94,33.15,40.82,48.41,7,38.85,34.02,36.45,35.58,42.11,7,30.84,4.29,7084.7,38.12,Impulsive
63.54,916.74,52.93,1474.8,59.55,601.1,60.94,45.54,49.96,8,67.88,57.83,50.86,54.49,64.19,6,63.91,4.31,6484.34,54.17,Impulsive
45.13,1077.62,56.51,988.14,45.79,342.09,43.78,57.25,46.17,7,44.7,42.81,49.01,44.07,44.1,5,59.78,3.94,6252.7,48.66,Impulsive
36.2,1237.98,25.14,1440.09,20.0,398.04,31.56,38.31,20.44,7,20.0,36.55,33.92,30.17,20.0,3,32.47,5.11,8184.89,28.95,Impulsive
86.37,1284.55,92.0,1166.67,100.0,276.37,100.0,94.64,88.09,3,90.81,82.04,99.02,94.02,86.01,2,92.0,2.23,5100.23,86.59,Efficient
77.05,1628.61,82.26,1291.59,88.75,495.23,100.0,93.14,93.91,2,90.54,88.24,100.0,74.73,82.0,2,82.29,3.05,6267.58,86.74,Efficient
51.47,1299.65,52.54,1071.31,54.54,480.97,64.78,61.19,50.23,8,53.57,64.96,39.96,51.93,43.3,10,75.74,3.06,6489.71,54.55,Impulsive
100.0,1870.81,100.0,2106.42,100.0,620.71,100.0,100.0,100.0,5,100.0,91.55,97.63,100.0,100.0,5,100.0,2.19,4096.22,98.9,Inconsistent
71.85,1122.15,57.16,1228.97,45.59,336.32,60.78,40.93,49.51,7,60.92,46.54,55.24,45.74,58.06,5,67.72,4.2,5420.16,54.81,Impulsive
98.15,1856.33,100.0,1324.74,87.82,360.34,93.81,100.0,85.06,4,88.27,85.23,93.92,75.05,100.0,1,95.04,1.9,5295.02,93.51,Careful
35.76,1156.9,52.14,1324.81,52.93,566.06,53.26,30.24,39.45,11,41.16,52.72,47.16,38.91,42.0,7,47.13,4.15,6284.3,45.13,Impulsive
37.36,2326.67,37.32,2386.68,38.55,836.92,47.79,42.66,48.22,9,45.17,28.81,46.6,44.07,37.2,9,60.86,4.43,6370.12,39.74,Inconsistent
88.7,1926.71,100.0,1632.49,100.0,461.83,85.41,82.79,90.98,1,100.0,97.88,92.64,93.52,79.48,0,91.9,2.52,4465.76,91.03,Careful
51.66,1262.3,46.91,1258.66,45.74,350.57,37.22,32.66,46.91,10,48.93,38.19,48.2,48.91,31.23,9,40.24,4.53,6471.89,42.84,Impulsive
53.14,1589.87,54.38,1842.88,53.42,683.15,66.7,63.85,58.2,6,62.16,51.41,54.48,50.02,61.59,5,61.7,3.9,6080.64,53.73,Inconsistent
51.71,987.19,52.99,954.34,46.54,509.61,52.61,47.2,41.81,7,37.18,51.45,41.05,52.92,44.01,6,58.14,4.08,6373.4,47.42,Impulsive
94.23,2128.0,92.42,1926.43,95.63,416.73,84.45,100.0,95.81,3,100.0,93.4,96.34,100.0,87.25,3,95.14,3.05,4547.72,93.2,Careful
65.69,1582.3,62.99,1610.91,64.75,474.65,67.08,64.69,65.09,1,60.72,76.57,79.6,67.96,69.85,1,59.86,2.68,6730.7,65.9,Careful
47.44,1913.27,61.23,2171.5,50.72,728.82,43.28,41.26,48.98,4,59.16,43.67,55.02,51.01,66.2,3,53.77,4.08,6649.95,48.38,Inconsistent
43.05,879.61,59.74,815.1,59.65,461.25,74.68,72.28,66.07,7,52.79,52.33,51.7,72.68,53.19,3,57.0,3.18,6268.58,58.77,Impulsive
37.53,1132.45,20.53,1326.68,42.12,550.85,43.24,35.2,22.32,10,29.24,47.07,20.0,34.43,27.77,6,44.45,4.56,6208.0,36.02,Impulsive
53.5,826.49,39.07,1171.06,59.76,459.71,43.4,56.53,61.73,14,51.03,46.87,64.87,60.01,45.28,9,55.58,4.21,6135.3,54.0,Impulsive
49.23,1605.67,50.91,1600.64,59.56,524.45,61.31,76.56,46.51,3,57.1,56.74,59.26,71.23,64.37,5,42.92,3.91,6885.58,52.19,Inconsistent
57.93,1109.23,49.63,1552.81,57.33,489.62,45.66,48.23,44.13,2,38.37,51.02,58.43,53.91,64.11,0,51.29,3.42,6938.33,53.21,Inconsistent
33.87,1070.67,49.4,1083.2,62.42,399.13,47.34,52.06,48.41,9,54.86,46.54,48.3,62.0,58.04,8,42.67,3.85,6772.01,45.93,Impulsive
45.89,1152.25,57.85,1331.58,49.86,482.55,48.77,48.48,58.02,9,45.16,46.83,46.35,29.79,46.26,8,54.66,4.4,6571.37,48.41,Impulsive
89.56,2087.87,91.82,1953.54,81.68,520.41,97.42,68.15,78.6,2,79.55,86.08,82.54,84.54,90.03,2,99.27,2.87,5066.48,86.5,Careful
76.64,1681.38,65.52,1787.06,51.86,328.24,68.17,71.57,74.57,0,62.98,73.29,73.29,79.75,69.41,0,75.85,3.04,5361.33,66.33,Careful
87.65,2392.74,88.26,1833.71,95.28,411.04,78.28,88.37,94.7,0,73.09,88.4,82.28,84.0,79.73,3,85.44,2.46,5318.17,85.25,Careful
49.45,971.87,50.62,1179.45,58.28,355.35,53.13,57.44,58.47,9,49.87,51.56,56.05,47.19,52.48,8,61.65,4.14,6225.81,50.18,Impulsive
72.14,1175.8,76.44,1261.04,62.48,591.56,52.22,53.59,69.77,3,80.52,57.79,66.02,65.41,83.56,5,88.53,2.89,5677.32,72.99,Inconsistent
85.28,1655.79,88.37,1860.2,99.8,422.69,98.61,96.49,96.64,1,75.92,100.0,90.96,100.0,76.32,0,94.9,2.5,5057.32,92.82,Careful
74.18,1963.41,53.03,2149.25,73.71,570.56,59.2,72.1,78.73,4,63.63,74.89,79.7,66.1,65.53,2,74.08,2.68,5592.37,69.15,Inconsistent
65.34,1827.23,67.33,2072.85,69.25,585.78,73.98,56.5,64.19,5,80.93,68.08,80.04,91.7,63.88,1,57.04,3.46,5745.39,63.13,Careful
51.28,1372.83,50.17,1216.27,62.86,391.55,54.66,48.09,57.45,7,57.11,61.06,52.62,55.86,59.85,7,47.39,3.69,6623.33,54.24,Impulsive
65.36,1254.54,67.71,1022.46,52.42,416.14,93.51,51.03,60.52,10,59.2,80.62,58.96,67.3,59.26,10,54.4,3.26,5841.42,63.1,Impulsive
85.42,1623.84,83.88,1429.58,60.75,459.14,79.52,81.78,78.74,3,82.06,66.3,58.13,72.98,83.04,0,51.76,2.76,6107.35,74.55,Careful
94.58,1387.82,100.0,1184.0,99.48,324.98,100.0,90.64,91.58,1,96.12,93.44,100.0,95.09,86.52,0,88.87,1.42,4472.33,95.27,Efficient
68.73,1925.2,78.8,2020.62,70.53,650.63,74.39,81.52,80.77,2,72.25,83.63,73.54,66.11,68.05,0,59.48,3.14,5313.49,74.12,Careful
71.25,865.47,71.29,781.27,74.48,389.4,68.68,64.11,77.14,7,62.45,65.02,62.4,76.33,72.29,7,79.39,2.73,5873.5,69.0,Impulsive
61.58,1554.13,53.43,1516.68,66.55,597.57,59.13,57.54,55.98,3,55.08,47.32,43.69,60.04,55.54,4,64.97,3.67,7566.97,59.31,Inconsistent
53.87,2090.28,57.61,2431.6,45.93,695.2,54.27,58.3,66.84,11,58.09,53.71,47.95,74.06,57.57,8,57.69,3.9,5292.98,57.24,Inconsistent
97.33,1826.87,100.0,2304.88,96.9,711.12,78.0,74.79,100.0,2,100.0,100.0,99.16,88.95,95.94,1,99.4,1.79,5678.99,95.42,Careful
62.54,1154.7,46.12,1259.52,62.31,510.97,68.9,51.98,56.01,10,53.45,49.91,48.78,67.37,49.02,9,43.09,4.22,6521.17,58.39,Impulsive
98.48,1014.43,81.87,999.83,64.41,348.06,96.13,85.04,82.58,2,83.07,84.46,98.15,89.06,98.05,2,92.22,2.57,5423.84,88.63,Efficient
90.52,1389.3,93.05,1437.42,92.48,388.63,86.59,99.92,76.44,4,80.22,94.28,81.93,81.47,85.24,0,81.9,2.71,5958.46,89.1,Efficient
94.0,1004.85,100.0,1295.84,93.56,412.07,100.0,92.8,100.0,2,85.68,100.0,89.36,100.0,100.0,1,80.1,2.3,5577.66,92.67,Efficient
63.01,2291.96,79.48,2309.16,74.69,562.37,73.74,67.06,73.09,1,76.73,70.5,76.17,66.25,73.39,0,82.9,2.33,5156.2,72.52,Careful
54.98,1604.59,50.07,1494.02,57.31,599.47,54.82,49.09,69.51,10,71.5,66.3,49.85,64.05,62.33,8,61.2,3.15,6184.41,58.22,Inconsistent
86.52,1952.84,100.0,1911.56,85.98,523.09,90.04,89.12,77.23,0,82.89,72.92,90.89,71.89,86.18,1,90.76,2.5,5044.87,86.73,Careful
45.26,1239.11,44.34,1200.04,47.7,393.77,38.04,53.18,45.15,5,42.01,45.94,35.7,24.24,36.25,9,47.84,4.26,6669.15,40.77,Impulsive
29.19,1288.86,27.51,1196.11,36.91,608.21,28.11,37.08,44.11,6,35.18,40.5,31.27,42.22,43.89,4,27.02,4.14,7233.63,36.18,Inconsistent
70.48,1293.74,65.25,1660.71,70.18,515.85,78.27,87.54,76.78,8,66.35,68.53,68.59,63.45,69.15,7,67.93,3.13,5314.3,72.46,Impulsive
91.65,2046.88,85.06,2216.83,92.63,558.39,100.0,84.99,100.0,0,89.53,84.01,90.73,84.26,83.08,0,89.1,2.04,4934.14,84.61,Careful
56.76,1113.03,34.9,1348.41,53.98,480.35,66.48,44.4,58.53,7,70.53,51.77,57.87,47.42,70.87,6,57.1,4.06,5829.46,50.33,Impulsive
99.44,1911.39,92.43,2105.09,83.39,465.98,91.73,81.59,90.54,0,87.19,82.38,82.28,100.0,89.72,1,85.11,2.58,4956.15,87.39,Careful
84.67,990.72,84.19,1123.23,86.28,218.59,83.54,96.13,80.01,0,87.26,88.28,86.56,95.31,75.53,0,92.67,3.32,5461.12,87.24,Efficient
90.31,1042.02,95.18,1048.99,91.11,329.71,79.86,100.0,91.47,2,87.47,95.83,86.67,78.37,90.58,2,96.7,2.95,5616.91,95.66,Efficient
79.02,1875.73,87.79,1841.79,83.77,550.82,81.06,86.6,72.2,0,91.79,54.63,90.57,72.42,82.19,0,92.19,2.94,5588.58,80.38,Careful
48.02,1169.09,37.65,737.61,57.66,438.91,58.09,43.37,44.42,8,50.64,31.61,30.61,51.16,43.3,9,39.07,4.82,7213.96,46.17,Impulsive
100.0,1080.67,100.0,1283.05,100.0,330.52,100.0,100.0,99.71,0,100.0,93.61,100.0,98.6,87.76,3,97.91,2.77,5722.72,98.92,Efficient
34.42,1912.65,40.69,1838.91,37.68,556.36,30.66,40.28,22.66,6,27.45,32.02,37.17,30.19,20.0,7,20.0,5.06,7353.25,34.19,Inconsistent
84.02,1396.64,93.23,991.66,93.36,242.59,94.44,94.89,94.73,0,97.41,93.64,100.0,91.77,84.73,0,81.82,2.94,4481.23,92.6,Efficient
52.34,1109.93,50.44,1201.19,45.23,538.97,49.72,48.77,39.83,10,41.93,38.42,44.57,57.54,51.43,7,33.89,4.26,6891.84,46.89,Impulsive
77.72,1726.12,69.19,1533.54,71.24,535.72,81.11,80.86,82.75,7,74.83,81.7,91.11,83.81,80.66,5,82.91,2.84,5602.64,83.41,Inconsistent
88.71,2138.69,86.34,1766.01,89.55,590.41,98.4,89.24,81.39,1,93.59,79.7,86.05,74.4,76.48,3,85.21,2.61,4675.24,85.77,Careful
82.89,1870.72,83.46,1751.4,76.05,628.09,81.02,89.48,93.85,0,94.91,91.04,75.36,80.71,86.02,0,96.26,2.72,5281.17,84.76,Careful
37.13,1688.41,32.11,1619.53,33.06,764.16,20.0,36.79,27.28,10,36.2,22.78,30.71,32.11,28.06,6,32.93,4.88,6942.76,28.25,Inconsistent
51.85,1658.08,69.24,2034.37,58.86,735.79,42.39,59.27,51.49,5,56.85,55.85,62.5,62.41,58.85,4,74.26,4.0,6156.76,57.34,Inconsistent
77.82,1191.14,89.47,1349.71,81.5,252.22,58.38,78.25,74.0,1,74.15,87.46,81.42,74.9,73.63,0,82.99,2.76,6980.64,76.26,Efficient
66.51,1524.19,60.49,1361.86,66.93,428.45,63.79,62.46,63.57,4,58.64,63.81,58.07,46.94,71.23,5,57.02,4.05,6165.33,60.6,Inconsistent
85.56,1262.1,89.4,1227.11,93.02,268.83,81.28,91.87,79.86,0,98.18,93.55,100.0,80.4,98.4,0,97.75,2.14,6148.19,86.32,Efficient
72.21,1312.6,66.22,1363.64,79.14,510.11,74.24,79.23,66.54,10,59.9,74.44,63.26,79.4,53.95,8,66.74,3.82,5460.37,74.73,Impulsive
77.35,631.11,99.09,938.6,83.35,378.28,99.02,82.65,91.37,2,83.31,85.53,93.41,77.88,100.0,1,79.19,2.37,4586.52,88.13,Efficient
86.65,1028.09,93.63,1144.62,74.18,405.81,100.0,99.56,83.66,1,100.0,91.53,88.75,94.38,92.97,2,90.68,2.34,5280.27,88.6,Efficient
71.03,1354.87,67.56,1776.58,80.31,559.0,68.9,74.94,68.03,0,65.08,76.72,79.2,60.43,79.72,0,61.8,2.94,5604.68,74.25,Careful
57.89,1371.98,69.59,1737.83,60.32,475.22,63.55,60.75,59.98,6,52.61,64.11,81.26,55.5,59.06,4,54.48,3.43,5149.61,62.63,Inconsistent
80.19,2130.26,85.95,2378.27,84.73,517.13,100.0,78.3,88.78,1,78.06,82.33,89.01,85.1,86.74,1,89.79,2.76,5714.83,86.29,Careful
88.24,2140.01,99.86,1672.57,92.06,461.99,81.16,87.13,97.23,0,89.42,86.13,86.07,96.24,100.0,0,71.83,2.58,4592.12,88.46,Careful
76.9,1260.61,66.69,1327.63,72.94,608.05,50.52,57.11,81.77,9,69.62,61.23,71.16,60.8,66.95,8,56.15,3.51,6126.99,65.5,Impulsive
75.77,2029.36,73.75,1944.8,72.92,660.67,74.2,79.82,78.16,0,87.66,79.21,84.06,67.03,78.84,0,74.27,3.04,5636.58,74.44,Careful
79.88,793.0,85.81,986.25,79.29,410.03,79.56,88.44,81.6,2,84.64,83.33,76.09,80.87,80.99,1,82.05,2.28,5440.53,84.24,Efficient
82.66,1183.95,93.91,1025.61,95.97,210.95,92.31,78.98,95.12,0,96.5,91.47,88.3,88.48,86.04,2,92.44,2.74,5490.33,91.71,Efficient
36.46,927.07,29.77,867.51,43.47,394.3,27.5,25.3,34.2,8,22.28,28.77,35.39,39.18,33.0,6,25.16,4.2,6163.73,35.09,Impulsive
53.5,1688.13,60.98,1271.95,55.73,511.73,30.0,50.36,47.61,5,32.17,38.14,54.85,49.95,49.11,2,42.61,3.55,7281.65,46.0,Inconsistent
